Customers State,Orders Quantity,revenue,date
Minas Gerais,16,2234.24,2017-08-13
Minas Gerais,15,2034.87,2017-08-14
Minas Gerais,13,1444.82,2017-08-15
Minas Gerais,21,2136.89,2017-08-16
Minas Gerais,21,2933.81,2017-08-17
Minas Gerais,18,2161.95,2017-08-18
Minas Gerais,15,1144.87,2017-08-19
Minas Gerais,8,1534.4,2017-08-20
Minas Gerais,19,1659.46,2017-08-21
Minas Gerais,16,2176.96,2017-08-22
Minas Gerais,7,887.6,2017-08-23
Minas Gerais,13,1933.67,2017-08-24
Minas Gerais,13,1112.53,2017-08-25
Minas Gerais,7,745.12,2017-08-26
Minas Gerais,18,1427.14,2017-08-27
Minas Gerais,17,3300.86,2017-08-28
Minas Gerais,16,3111.46,2017-08-29
Minas Gerais,21,4323.18,2017-08-30
Minas Gerais,15,2873.0,2017-08-31
Minas Gerais,19,2556.14,2017-09-01
Minas Gerais,11,2560.5,2017-09-02
Minas Gerais,15,2859.9,2017-09-03
Minas Gerais,15,1317.53,2017-09-04
Minas Gerais,22,3859.11,2017-09-05
Minas Gerais,13,2736.83,2017-09-06
Minas Gerais,11,2524.48,2017-09-07
Minas Gerais,11,1375.93,2017-09-08
Minas Gerais,10,930.67,2017-09-09
Minas Gerais,21,2249.78,2017-09-10
Minas Gerais,20,2959.2,2017-09-11
Minas Gerais,33,3018.9,2017-09-12
Minas Gerais,26,5142.5,2017-09-13
Minas Gerais,14,1667.03,2017-09-14
Minas Gerais,21,2608.26,2017-09-15
Minas Gerais,19,3371.56,2017-09-16
Minas Gerais,21,2780.08,2017-09-17
Minas Gerais,23,4942.51,2017-09-18
Minas Gerais,12,1313.48,2017-09-19
Minas Gerais,16,1538.13,2017-09-20
Minas Gerais,17,1713.2,2017-09-21
Minas Gerais,18,1961.75,2017-09-22
Minas Gerais,6,1862.79,2017-09-23
Minas Gerais,11,1154.65,2017-09-24
Minas Gerais,11,1056.59,2017-09-25
Minas Gerais,20,2687.0,2017-09-26
Minas Gerais,14,1540.52,2017-09-27
Minas Gerais,21,4688.73,2017-09-28
Minas Gerais,10,1502.28,2017-09-29
Minas Gerais,20,2359.98,2017-09-30
Minas Gerais,17,1621.75,2017-10-01
Minas Gerais,20,1875.9,2017-10-02
Minas Gerais,23,3472.63,2017-10-03
Minas Gerais,19,2844.19,2017-10-04
Minas Gerais,21,2800.47,2017-10-05
Minas Gerais,15,1580.25,2017-10-06
Minas Gerais,11,1255.27,2017-10-07
Minas Gerais,13,1715.68,2017-10-08
Minas Gerais,29,3533.91,2017-10-09
Minas Gerais,24,4957.5,2017-10-10
Minas Gerais,22,1767.9,2017-10-11
Minas Gerais,17,4009.44,2017-10-12
Minas Gerais,19,3163.02,2017-10-13
Minas Gerais,6,1403.99,2017-10-14
Minas Gerais,16,4398.55,2017-10-15
Minas Gerais,20,4172.55,2017-10-16
Minas Gerais,16,1778.02,2017-10-17
Minas Gerais,23,4450.24,2017-10-18
Minas Gerais,23,3616.2,2017-10-19
Minas Gerais,11,1093.43,2017-10-20
Minas Gerais,16,1599.26,2017-10-21
Minas Gerais,17,4471.43,2017-10-22
Minas Gerais,20,2405.3,2017-10-23
Minas Gerais,24,2980.2,2017-10-24
Minas Gerais,22,2978.11,2017-10-25
Minas Gerais,16,3205.39,2017-10-26
Minas Gerais,16,2472.75,2017-10-27
Minas Gerais,9,981.91,2017-10-28
Minas Gerais,19,2258.72,2017-10-29
Minas Gerais,14,1519.47,2017-10-30
Minas Gerais,15,1628.66,2017-10-31
Minas Gerais,12,2317.27,2017-11-01
Minas Gerais,12,3803.58,2017-11-02
Minas Gerais,14,2459.68,2017-11-03
Minas Gerais,17,1953.5,2017-11-04
Minas Gerais,9,977.46,2017-11-05
Minas Gerais,19,2180.4,2017-11-06
Minas Gerais,19,2434.73,2017-11-07
Minas Gerais,23,2462.98,2017-11-08
Minas Gerais,23,3278.6,2017-11-09
Minas Gerais,19,2364.22,2017-11-10
Minas Gerais,18,3458.68,2017-11-11
Minas Gerais,19,2039.05,2017-11-12
Minas Gerais,22,2817.68,2017-11-13
Minas Gerais,21,2552.41,2017-11-14
Minas Gerais,21,3122.35,2017-11-15
Minas Gerais,24,2461.43,2017-11-16
Minas Gerais,21,2647.19,2017-11-17
Minas Gerais,12,1734.74,2017-11-18
Minas Gerais,19,2367.85,2017-11-19
Minas Gerais,26,3651.07,2017-11-20
Minas Gerais,25,4033.43,2017-11-21
Minas Gerais,27,3397.5,2017-11-22
Minas Gerais,36,8262.41,2017-11-23
Minas Gerais,161,24442.49,2017-11-24
Minas Gerais,65,10804.12,2017-11-25
Minas Gerais,61,8368.77,2017-11-26
Minas Gerais,53,8596.1,2017-11-27
Minas Gerais,52,6257.93,2017-11-28
Minas Gerais,44,5109.46,2017-11-29
Minas Gerais,38,3931.57,2017-11-30
Minas Gerais,38,4574.52,2017-12-01
Minas Gerais,29,3893.07,2017-12-02
Minas Gerais,36,5187.13,2017-12-03
Minas Gerais,41,7411.98,2017-12-04
Minas Gerais,40,5098.11,2017-12-05
Minas Gerais,38,5215.01,2017-12-06
Minas Gerais,27,2568.76,2017-12-07
Minas Gerais,22,3640.41,2017-12-08
Minas Gerais,16,1293.4,2017-12-09
Minas Gerais,25,4714.42,2017-12-10
Minas Gerais,27,2920.84,2017-12-11
Minas Gerais,42,5366.17,2017-12-12
Minas Gerais,23,3402.24,2017-12-13
Minas Gerais,19,1985.53,2017-12-14
Minas Gerais,19,2929.07,2017-12-15
Minas Gerais,17,3471.88,2017-12-16
Minas Gerais,13,1080.62,2017-12-17
Minas Gerais,25,3167.29,2017-12-18
Minas Gerais,14,2080.68,2017-12-19
Minas Gerais,23,5005.65,2017-12-20
Minas Gerais,17,1963.99,2017-12-21
Minas Gerais,11,776.26,2017-12-22
Minas Gerais,9,1072.78,2017-12-23
Minas Gerais,4,243.88,2017-12-24
Minas Gerais,8,1033.86,2017-12-25
Minas Gerais,14,3364.97,2017-12-26
Minas Gerais,27,2261.16,2017-12-27
Minas Gerais,23,2421.74,2017-12-28
Minas Gerais,16,2968.22,2017-12-29
Minas Gerais,14,1914.86,2017-12-30
Minas Gerais,4,109.81,2017-12-31
Minas Gerais,10,985.37,2018-01-01
Minas Gerais,18,1687.71,2018-01-02
Minas Gerais,24,2809.19,2018-01-03
Minas Gerais,25,2571.52,2018-01-04
Minas Gerais,24,4408.42,2018-01-05
Minas Gerais,27,4820.82,2018-01-06
Minas Gerais,16,2857.23,2018-01-07
Minas Gerais,39,4571.39,2018-01-08
Minas Gerais,31,3983.48,2018-01-09
Minas Gerais,29,2245.76,2018-01-10
Minas Gerais,43,6463.14,2018-01-11
Minas Gerais,27,3701.71,2018-01-12
Minas Gerais,27,3395.48,2018-01-13
Minas Gerais,25,3506.22,2018-01-14
Minas Gerais,34,3225.94,2018-01-15
Minas Gerais,37,6926.08,2018-01-16
Minas Gerais,36,4128.67,2018-01-17
Minas Gerais,20,2549.57,2018-01-18
Minas Gerais,35,4166.97,2018-01-19
Minas Gerais,28,3665.82,2018-01-20
Minas Gerais,17,1638.83,2018-01-21
Minas Gerais,39,5482.75,2018-01-22
Minas Gerais,42,4899.17,2018-01-23
Minas Gerais,27,3321.86,2018-01-24
Minas Gerais,36,4912.83,2018-01-25
Minas Gerais,28,8058.91,2018-01-26
Minas Gerais,11,924.94,2018-01-27
Minas Gerais,20,2886.81,2018-01-28
Minas Gerais,19,2501.82,2018-01-29
Minas Gerais,38,3493.45,2018-01-30
Minas Gerais,28,4310.9,2018-01-31
Minas Gerais,29,4093.06,2018-02-01
Minas Gerais,40,5713.42,2018-02-02
Minas Gerais,20,1694.23,2018-02-03
Minas Gerais,21,2008.89,2018-02-04
Minas Gerais,41,5608.64,2018-02-05
Minas Gerais,34,3778.57,2018-02-06
Minas Gerais,42,6497.1,2018-02-07
Minas Gerais,34,4825.15,2018-02-08
Minas Gerais,23,5095.91,2018-02-09
Minas Gerais,24,2350.64,2018-02-10
Minas Gerais,15,1400.97,2018-02-11
Minas Gerais,20,2318.11,2018-02-12
Minas Gerais,17,1785.14,2018-02-13
Minas Gerais,40,7017.25,2018-02-14
Minas Gerais,24,2122.5,2018-02-15
Minas Gerais,29,3359.5,2018-02-16
Minas Gerais,22,3738.79,2018-02-17
Minas Gerais,21,2667.28,2018-02-18
Minas Gerais,25,2047.05,2018-02-19
Minas Gerais,35,7200.54,2018-02-20
Minas Gerais,30,2663.77,2018-02-21
Minas Gerais,35,3858.7,2018-02-22
Minas Gerais,29,4233.7,2018-02-23
Minas Gerais,24,2349.98,2018-02-24
Minas Gerais,28,3726.64,2018-02-25
Minas Gerais,34,5166.79,2018-02-26
Minas Gerais,30,3563.14,2018-02-27
Minas Gerais,34,6763.15,2018-02-28
Minas Gerais,30,3351.15,2018-03-01
Minas Gerais,36,3981.74,2018-03-02
Minas Gerais,20,2410.29,2018-03-03
Minas Gerais,35,4738.94,2018-03-04
Minas Gerais,27,2667.09,2018-03-05
Minas Gerais,43,6440.57,2018-03-06
Minas Gerais,29,3016.5,2018-03-07
Minas Gerais,35,5192.93,2018-03-08
Minas Gerais,29,3104.19,2018-03-09
Minas Gerais,25,3249.94,2018-03-10
Minas Gerais,35,6271.72,2018-03-11
Minas Gerais,28,4232.5,2018-03-12
Minas Gerais,38,6599.69,2018-03-13
Minas Gerais,31,3105.57,2018-03-14
Minas Gerais,37,7825.43,2018-03-15
Minas Gerais,31,3183.16,2018-03-16
Minas Gerais,12,949.17,2018-03-17
Minas Gerais,14,1699.37,2018-03-18
Minas Gerais,26,3271.46,2018-03-19
Minas Gerais,37,3871.46,2018-03-20
Minas Gerais,32,4108.13,2018-03-21
Minas Gerais,39,3470.76,2018-03-22
Minas Gerais,23,3651.28,2018-03-23
Minas Gerais,24,3090.08,2018-03-24
Minas Gerais,22,2615.0,2018-03-25
Minas Gerais,27,3597.51,2018-03-26
Minas Gerais,30,3526.46,2018-03-27
Minas Gerais,20,5659.95,2018-03-28
Minas Gerais,23,7358.82,2018-03-29
Minas Gerais,19,1976.13,2018-03-30
Minas Gerais,19,1808.34,2018-03-31
Minas Gerais,22,4251.93,2018-04-01
Minas Gerais,27,3347.23,2018-04-02
Minas Gerais,27,4990.2,2018-04-03
Minas Gerais,22,2238.54,2018-04-04
Minas Gerais,35,6517.25,2018-04-05
Minas Gerais,14,2449.88,2018-04-06
Minas Gerais,15,2248.54,2018-04-07
Minas Gerais,20,2774.57,2018-04-08
Minas Gerais,30,5740.27,2018-04-09
Minas Gerais,21,3061.61,2018-04-10
Minas Gerais,38,7963.81,2018-04-11
Minas Gerais,42,5509.92,2018-04-12
Minas Gerais,23,3991.01,2018-04-13
Minas Gerais,13,1498.9,2018-04-14
Minas Gerais,25,3806.54,2018-04-15
Minas Gerais,34,4251.96,2018-04-16
Minas Gerais,32,3281.2,2018-04-17
Minas Gerais,33,3890.87,2018-04-18
Minas Gerais,41,3761.9,2018-04-19
Minas Gerais,17,2648.66,2018-04-20
Minas Gerais,18,1868.77,2018-04-21
Minas Gerais,23,2592.37,2018-04-22
Minas Gerais,29,3403.62,2018-04-23
Minas Gerais,22,4510.99,2018-04-24
Minas Gerais,29,4352.3,2018-04-25
Minas Gerais,40,5030.39,2018-04-26
Minas Gerais,30,4986.71,2018-04-27
Minas Gerais,12,1057.06,2018-04-28
Minas Gerais,22,1803.15,2018-04-29
Minas Gerais,30,3646.33,2018-04-30
Minas Gerais,33,3266.39,2018-05-01
Minas Gerais,28,3484.64,2018-05-02
Minas Gerais,28,3551.02,2018-05-03
Minas Gerais,32,3945.99,2018-05-04
Minas Gerais,18,2351.9,2018-05-05
Minas Gerais,19,1949.94,2018-05-06
Minas Gerais,43,5895.08,2018-05-07
Minas Gerais,38,3920.01,2018-05-08
Minas Gerais,42,4962.93,2018-05-09
Minas Gerais,38,6392.54,2018-05-10
Minas Gerais,32,3377.11,2018-05-11
Minas Gerais,27,4574.88,2018-05-12
Minas Gerais,21,2853.55,2018-05-13
Minas Gerais,46,6524.68,2018-05-14
Minas Gerais,45,7057.37,2018-05-15
Minas Gerais,37,6558.92,2018-05-16
Minas Gerais,27,3866.64,2018-05-17
Minas Gerais,22,2542.21,2018-05-18
Minas Gerais,10,856.34,2018-05-19
Minas Gerais,17,1700.95,2018-05-20
Minas Gerais,23,2383.32,2018-05-21
Minas Gerais,23,3317.28,2018-05-22
Minas Gerais,13,1637.54,2018-05-23
Minas Gerais,6,824.37,2018-05-24
Minas Gerais,9,1560.59,2018-05-25
Minas Gerais,8,2050.37,2018-05-26
Minas Gerais,9,704.32,2018-05-27
Minas Gerais,18,3525.55,2018-05-28
Minas Gerais,15,2742.61,2018-05-29
Minas Gerais,17,2562.46,2018-05-30
Minas Gerais,15,2630.37,2018-05-31
Minas Gerais,18,3427.67,2018-06-01
Minas Gerais,18,4108.68,2018-06-02
Minas Gerais,15,2198.95,2018-06-03
Minas Gerais,23,3570.43,2018-06-04
Minas Gerais,28,2185.14,2018-06-05
Minas Gerais,27,3327.14,2018-06-06
Minas Gerais,22,3378.4,2018-06-07
Minas Gerais,24,3382.34,2018-06-08
Minas Gerais,12,2124.86,2018-06-09
Minas Gerais,20,3814.92,2018-06-10
Minas Gerais,36,7402.44,2018-06-11
Minas Gerais,29,5614.77,2018-06-12
Minas Gerais,32,4382.5,2018-06-13
Minas Gerais,30,3786.73,2018-06-14
Minas Gerais,27,5540.47,2018-06-15
Minas Gerais,26,3558.27,2018-06-16
Minas Gerais,11,1807.57,2018-06-17
Minas Gerais,28,5143.5,2018-06-18
Minas Gerais,27,3238.86,2018-06-19
Minas Gerais,22,4050.05,2018-06-20
Minas Gerais,34,4667.71,2018-06-21
Minas Gerais,15,1546.17,2018-06-22
Minas Gerais,25,3205.61,2018-06-23
Minas Gerais,17,1716.11,2018-06-24
Minas Gerais,24,3173.45,2018-06-25
Minas Gerais,37,4849.56,2018-06-26
Minas Gerais,26,3054.74,2018-06-27
Minas Gerais,29,4194.54,2018-06-28
Minas Gerais,22,2473.16,2018-06-29
Minas Gerais,13,1153.87,2018-06-30
Minas Gerais,16,1379.98,2018-07-01
Minas Gerais,21,2774.36,2018-07-02
Minas Gerais,27,3220.1,2018-07-03
Minas Gerais,29,5260.58,2018-07-04
Minas Gerais,20,3159.79,2018-07-05
Minas Gerais,15,1425.19,2018-07-06
Minas Gerais,5,599.38,2018-07-07
Minas Gerais,9,1208.88,2018-07-08
Minas Gerais,8,1468.4,2018-07-09
Minas Gerais,8,541.55,2018-07-10
Minas Gerais,8,658.46,2018-07-11
Minas Gerais,8,3371.01,2018-07-12
Minas Gerais,12,2944.1,2018-07-13
Minas Gerais,21,3525.43,2018-07-14
Minas Gerais,21,5336.41,2018-07-15
Minas Gerais,34,4403.41,2018-07-16
Minas Gerais,29,3892.97,2018-07-17
Minas Gerais,41,6317.46,2018-07-18
Minas Gerais,34,5130.77,2018-07-19
Minas Gerais,23,3230.05,2018-07-20
Minas Gerais,17,1883.74,2018-07-21
Minas Gerais,31,2866.4,2018-07-22
Minas Gerais,28,3799.46,2018-07-23
Minas Gerais,28,2619.57,2018-07-24
Minas Gerais,28,3297.5,2018-07-25
Minas Gerais,24,2594.49,2018-07-26
Minas Gerais,16,2880.68,2018-07-27
Minas Gerais,21,2593.24,2018-07-28
Minas Gerais,15,6171.91,2018-07-29
Minas Gerais,31,5178.8,2018-07-30
Minas Gerais,28,3893.64,2018-07-31
Minas Gerais,41,4466.81,2018-08-01
Minas Gerais,25,2508.77,2018-08-02
Minas Gerais,40,3872.07,2018-08-03
Minas Gerais,37,7125.18,2018-08-04
Minas Gerais,34,3834.79,2018-08-05
Minas Gerais,33,6429.59,2018-08-06
Minas Gerais,45,7518.01,2018-08-07
Minas Gerais,35,3997.32,2018-08-08
Minas Gerais,26,3037.61,2018-08-09
Minas Gerais,31,3982.12,2018-08-10
Minas Gerais,14,2777.67,2018-08-11
Minas Gerais,28,4853.4,2018-08-12
Minas Gerais,29,2885.54,2018-08-13
Minas Gerais,27,3829.95,2018-08-14
Minas Gerais,34,8020.7,2018-08-15
Minas Gerais,28,2323.43,2018-08-16
Minas Gerais,23,4673.83,2018-08-17
Minas Gerais,21,2168.16,2018-08-18
Minas Gerais,23,2300.07,2018-08-19
Minas Gerais,36,4945.48,2018-08-20
Minas Gerais,30,3087.84,2018-08-21
Minas Gerais,21,3294.28,2018-08-22
Minas Gerais,15,1259.45,2018-08-23
Minas Gerais,8,1025.97,2018-08-24
Minas Gerais,7,552.28,2018-08-25
Minas Gerais,10,677.4,2018-08-26
Minas Gerais,2,242.8,2018-08-27
Minas Gerais,1,45.9,2018-08-29
Para,2,278.0,2016-10-04
Para,1,629.9,2016-10-05
Para,1,179.7,2016-10-08
Para,1,59.9,2017-01-12
Para,1,169.9,2017-01-14
Para,1,379.0,2017-01-17
Para,1,62.9,2017-01-19
Para,1,126.9,2017-01-21
Para,1,19.9,2017-01-23
Para,1,299.99,2017-01-24
Para,1,798.0,2017-01-25
Para,2,69.89,2017-01-27
Para,2,239.89,2017-01-30
Para,1,29.9,2017-02-01
Para,1,139.8,2017-02-02
Para,1,229.99,2017-02-03
Para,1,3980.0,2017-02-04
Para,1,159.0,2017-02-05
Para,1,209.99,2017-02-06
Para,1,298.9,2017-02-07
Para,1,19.99,2017-02-08
Para,1,51.4,2017-02-09
Para,2,353.97,2017-02-10
Para,1,239.0,2017-02-12
Para,4,1071.79,2017-02-13
Para,2,1105.0,2017-02-17
Para,1,32.9,2017-02-18
Para,1,45.0,2017-02-20
Para,1,65.9,2017-02-24
Para,1,99.0,2017-02-25
Para,1,1591.2,2017-02-27
Para,2,178.76,2017-02-28
Para,2,650.17,2017-03-03
Para,1,396.0,2017-03-04
Para,1,72.0,2017-03-05
Para,2,379.9,2017-03-07
Para,1,126.99,2017-03-09
Para,1,533.7,2017-03-10
Para,1,69.9,2017-03-12
Para,1,164.9,2017-03-14
Para,2,86.89,2017-03-15
Para,1,299.99,2017-03-16
Para,1,1380.0,2017-03-17
Para,3,503.33,2017-03-18
Para,1,49.9,2017-03-20
Para,1,132.68,2017-03-21
Para,1,18.99,2017-03-22
Para,2,904.96,2017-03-23
Para,1,49.0,2017-03-24
Para,3,447.9,2017-03-25
Para,3,258.97,2017-03-27
Para,3,824.8,2017-03-28
Para,2,166.9,2017-03-29
Para,1,129.9,2017-03-31
Para,2,192.89,2017-04-02
Para,2,385.51,2017-04-03
Para,3,442.78,2017-04-07
Para,1,27.99,2017-04-08
Para,3,254.6,2017-04-09
Para,2,448.9,2017-04-10
Para,1,27.9,2017-04-11
Para,1,29.99,2017-04-12
Para,1,339.89,2017-04-15
Para,1,99.0,2017-04-16
Para,1,99.99,2017-04-17
Para,1,157.9,2017-04-18
Para,2,929.9,2017-04-20
Para,2,59.89,2017-04-22
Para,5,631.17,2017-04-23
Para,1,269.0,2017-04-24
Para,1,23.2,2017-04-25
Para,2,76.99,2017-04-26
Para,1,55.96,2017-04-27
Para,1,79.9,2017-04-28
Para,2,142.8,2017-04-30
Para,1,27.0,2017-05-01
Para,1,1169.44,2017-05-02
Para,2,209.8,2017-05-03
Para,1,124.9,2017-05-06
Para,1,144.99,2017-05-08
Para,1,249.9,2017-05-09
Para,1,37.99,2017-05-10
Para,1,47.99,2017-05-12
Para,1,99.99,2017-05-14
Para,3,120.87,2017-05-16
Para,1,105.0,2017-05-17
Para,4,1124.69,2017-05-18
Para,2,91.7,2017-05-19
Para,1,59.9,2017-05-20
Para,2,91.89,2017-05-21
Para,1,72.9,2017-05-22
Para,2,152.8,2017-05-23
Para,2,599.82,2017-05-24
Para,1,217.9,2017-05-25
Para,1,11.99,2017-05-27
Para,2,107.8,2017-05-30
Para,3,534.88,2017-05-31
Para,3,2029.99,2017-06-01
Para,4,693.19,2017-06-02
Para,1,139.99,2017-06-05
Para,1,42.99,2017-06-06
Para,3,207.4,2017-06-07
Para,1,18.99,2017-06-08
Para,2,41.98,2017-06-09
Para,1,259.9,2017-06-10
Para,3,181.79,2017-06-11
Para,1,56.99,2017-06-12
Para,2,106.8,2017-06-13
Para,1,399.99,2017-06-14
Para,1,34.6,2017-06-16
Para,1,26.9,2017-06-19
Para,2,32.96,2017-06-20
Para,1,129.99,2017-06-22
Para,2,241.99,2017-06-25
Para,1,33.8,2017-06-26
Para,2,188.83,2017-06-27
Para,2,202.4,2017-06-28
Para,3,658.8,2017-06-29
Para,1,119.98,2017-07-02
Para,1,189.5,2017-07-03
Para,1,324.3,2017-07-04
Para,1,65.99,2017-07-05
Para,2,764.99,2017-07-06
Para,1,19.99,2017-07-07
Para,2,156.96,2017-07-09
Para,2,278.99,2017-07-10
Para,1,8.99,2017-07-11
Para,5,569.69,2017-07-13
Para,4,661.9,2017-07-14
Para,1,390.0,2017-07-16
Para,1,113.49,2017-07-17
Para,4,353.8,2017-07-19
Para,1,98.0,2017-07-21
Para,1,23.98,2017-07-22
Para,1,138.0,2017-07-23
Para,2,189.0,2017-07-26
Para,2,256.78,2017-07-27
Para,1,59.9,2017-07-28
Para,1,379.99,2017-07-29
Para,1,159.9,2017-07-30
Para,2,134.89,2017-07-31
Para,1,127.99,2017-08-01
Para,3,1457.89,2017-08-02
Para,2,594.8,2017-08-03
Para,6,1977.04,2017-08-04
Para,3,346.78,2017-08-05
Para,1,165.0,2017-08-07
Para,2,95.9,2017-08-09
Para,3,1069.4,2017-08-12
Para,2,1180.0,2017-08-14
Para,4,314.5,2017-08-15
Para,1,58.0,2017-08-16
Para,1,249.0,2017-08-17
Para,4,195.8,2017-08-18
Para,1,54.9,2017-08-20
Para,4,915.79,2017-08-21
Para,3,717.46,2017-08-22
Para,2,294.59,2017-08-23
Para,2,279.9,2017-08-24
Para,2,464.99,2017-08-25
Para,2,426.49,2017-08-27
Para,3,1473.8,2017-08-28
Para,4,1658.2,2017-08-30
Para,2,646.98,2017-08-31
Para,1,129.0,2017-09-02
Para,2,65.9,2017-09-05
Para,2,1004.0,2017-09-06
Para,1,139.9,2017-09-07
Para,2,80.0,2017-09-09
Para,1,132.9,2017-09-10
Para,3,135.89,2017-09-11
Para,3,336.88,2017-09-12
Para,2,147.9,2017-09-14
Para,1,299.9,2017-09-15
Para,3,1257.98,2017-09-16
Para,1,194.99,2017-09-17
Para,3,399.8,2017-09-18
Para,2,303.9,2017-09-19
Para,2,348.9,2017-09-20
Para,2,27.9,2017-09-21
Para,1,76.49,2017-09-22
Para,1,279.99,2017-09-23
Para,1,57.8,2017-09-24
Para,1,49.99,2017-09-25
Para,1,99.99,2017-09-26
Para,1,42.9,2017-09-27
Para,1,159.6,2017-09-28
Para,3,445.89,2017-09-30
Para,1,174.9,2017-10-02
Para,2,165.12,2017-10-03
Para,5,641.3,2017-10-05
Para,2,235.48,2017-10-06
Para,2,829.0,2017-10-09
Para,1,65.99,2017-10-10
Para,1,179.49,2017-10-11
Para,4,317.88,2017-10-12
Para,2,170.99,2017-10-13
Para,2,215.8,2017-10-14
Para,2,139.99,2017-10-16
Para,8,1533.58,2017-10-17
Para,1,109.9,2017-10-19
Para,2,134.8,2017-10-20
Para,1,119.8,2017-10-21
Para,1,29.99,2017-10-22
Para,2,219.81,2017-10-23
Para,2,164.8,2017-10-24
Para,2,550.99,2017-10-25
Para,2,34.49,2017-10-26
Para,1,39.0,2017-10-27
Para,3,208.88,2017-10-28
Para,1,101.9,2017-10-29
Para,3,367.7,2017-10-30
Para,4,873.54,2017-11-01
Para,1,159.8,2017-11-02
Para,3,285.79,2017-11-03
Para,2,274.0,2017-11-04
Para,2,150.9,2017-11-05
Para,4,2144.1,2017-11-06
Para,3,398.98,2017-11-07
Para,1,225.98,2017-11-09
Para,3,1279.83,2017-11-11
Para,3,241.23,2017-11-12
Para,3,420.98,2017-11-13
Para,1,37.9,2017-11-15
Para,1,55.0,2017-11-16
Para,1,143.0,2017-11-17
Para,1,72.99,2017-11-18
Para,1,69.99,2017-11-19
Para,6,1330.78,2017-11-20
Para,2,239.89,2017-11-21
Para,6,755.86,2017-11-23
Para,5,763.55,2017-11-24
Para,5,531.16,2017-11-25
Para,2,150.63,2017-11-26
Para,4,400.69,2017-11-27
Para,3,284.89,2017-11-28
Para,1,299.99,2017-11-29
Para,2,112.98,2017-11-30
Para,3,943.97,2017-12-01
Para,3,667.59,2017-12-02
Para,2,609.69,2017-12-03
Para,5,980.79,2017-12-04
Para,1,33.33,2017-12-05
Para,5,330.8,2017-12-06
Para,2,443.32,2017-12-07
Para,1,26.99,2017-12-08
Para,3,171.62,2017-12-09
Para,4,437.6,2017-12-10
Para,4,609.69,2017-12-11
Para,1,6.0,2017-12-13
Para,1,200.0,2017-12-14
Para,4,523.79,2017-12-15
Para,2,242.0,2017-12-18
Para,1,114.9,2017-12-19
Para,3,1714.79,2017-12-20
Para,1,164.9,2017-12-21
Para,2,164.99,2017-12-22
Para,3,134.88,2017-12-23
Para,1,197.9,2017-12-25
Para,1,1326.0,2017-12-27
Para,2,172.9,2017-12-28
Para,3,201.79,2017-12-29
Para,2,214.99,2018-01-02
Para,2,238.99,2018-01-03
Para,2,109.45,2018-01-04
Para,3,249.6,2018-01-05
Para,2,603.0,2018-01-06
Para,1,129.0,2018-01-07
Para,6,1663.53,2018-01-08
Para,4,857.54,2018-01-09
Para,2,1234.8,2018-01-10
Para,4,725.77,2018-01-11
Para,2,425.99,2018-01-12
Para,1,157.77,2018-01-13
Para,2,948.9,2018-01-14
Para,2,706.3,2018-01-15
Para,2,111.0,2018-01-16
Para,2,107.89,2018-01-17
Para,2,66.2,2018-01-18
Para,3,416.76,2018-01-20
Para,5,643.31,2018-01-21
Para,2,656.69,2018-01-22
Para,1,37.99,2018-01-23
Para,3,616.69,2018-01-24
Para,1,149.0,2018-01-25
Para,2,940.98,2018-01-27
Para,2,239.99,2018-01-28
Para,5,950.54,2018-01-29
Para,3,185.89,2018-01-30
Para,2,726.0,2018-01-31
Para,2,111.9,2018-02-02
Para,4,494.78,2018-02-03
Para,4,618.71,2018-02-04
Para,3,777.89,2018-02-05
Para,3,329.98,2018-02-07
Para,5,1114.69,2018-02-08
Para,2,98.88,2018-02-09
Para,1,169.9,2018-02-10
Para,1,701.4,2018-02-12
Para,2,259.98,2018-02-13
Para,2,133.3,2018-02-14
Para,2,31.1,2018-02-15
Para,3,373.97,2018-02-16
Para,5,1120.96,2018-02-18
Para,1,32.5,2018-02-20
Para,1,34.9,2018-02-21
Para,1,21.9,2018-02-23
Para,1,339.0,2018-02-24
Para,6,1208.16,2018-02-25
Para,4,303.94,2018-02-26
Para,4,619.87,2018-02-27
Para,1,45.9,2018-02-28
Para,6,1833.82,2018-03-01
Para,4,412.34,2018-03-02
Para,1,66.9,2018-03-03
Para,7,1215.55,2018-03-04
Para,2,83.89,2018-03-05
Para,3,843.88,2018-03-06
Para,4,162.89,2018-03-07
Para,2,284.89,2018-03-08
Para,2,186.6,2018-03-09
Para,2,126.7,2018-03-10
Para,5,450.24,2018-03-11
Para,4,730.0,2018-03-12
Para,2,199.89,2018-03-13
Para,3,1012.36,2018-03-14
Para,2,265.89,2018-03-15
Para,1,47.65,2018-03-16
Para,3,279.9,2018-03-17
Para,1,89.9,2018-03-18
Para,3,1081.99,2018-03-19
Para,1,1200.0,2018-03-20
Para,2,189.99,2018-03-21
Para,2,61.89,2018-03-22
Para,3,721.14,2018-03-24
Para,2,144.0,2018-03-25
Para,2,622.8,2018-03-26
Para,2,694.69,2018-03-27
Para,1,169.99,2018-03-28
Para,1,29.0,2018-03-30
Para,3,291.8,2018-04-01
Para,1,129.9,2018-04-02
Para,1,24.89,2018-04-03
Para,2,119.8,2018-04-04
Para,3,218.8,2018-04-05
Para,3,342.98,2018-04-06
Para,4,1313.18,2018-04-07
Para,2,614.99,2018-04-08
Para,2,440.0,2018-04-09
