product_category_en,Revenue,Freight Costs,Order_Date
furniture_decor,25.0,2.02,2018-02-06
watches_gifts,198.9,8.65,2018-02-06
auto,169.9,26.47,2018-02-06
sports_leisure,149.9,38.6,2018-02-06
garden_tools,49.9,17.6,2018-02-06
auto,198.0,17.15,2018-02-06
health_beauty,59.9,15.17,2018-02-06
toys,59.99,12.54,2018-02-06
toys,59.99,18.81,2018-02-06
market_place,160.0,17.98,2018-02-06
computers_accessories,135.0,15.7,2018-02-06
computers_accessories,84.89,15.34,2018-02-06
perfumery,53.99,15.13,2018-02-06
furniture_decor,139.99,17.37,2018-02-06
health_beauty,33.9,15.1,2018-02-06
office_furniture,192.97,33.59,2018-02-06
health_beauty,14.9,16.79,2018-02-06
garden_tools,49.9,17.6,2018-02-06
sports_leisure,170.0,18.44,2018-02-06
perfumery,47.9,11.85,2018-02-06
housewares,78.0,9.36,2018-02-06
fashion_bags_accessories,29.99,16.79,2018-02-06
electronics,19.9,34.15,2018-02-06
bed_bath_table,69.0,16.24,2018-02-06
furniture_decor,295.0,60.51,2018-02-06
office_furniture,192.97,33.59,2018-02-06
computers_accessories,44.99,15.1,2018-02-06
bed_bath_table,92.0,17.89,2018-02-06
cool_stuff,199.0,12.6,2018-02-06
health_beauty,109.0,16.52,2018-02-06
health_beauty,22.0,7.78,2018-02-06
construction_tools_construction,42.5,8.27,2018-02-06
signaling_and_security,20.0,8.27,2018-02-06
telephony,34.99,15.1,2018-02-06
furniture_decor,24.75,12.69,2018-02-06
watches_gifts,229.9,16.36,2018-02-06
bed_bath_table,92.9,16.28,2018-02-06
computers_accessories,213.75,36.82,2018-02-06
,80.0,17.0,2018-02-06
auto,28.49,8.27,2018-02-06
sports_leisure,104.9,9.55,2018-02-06
bed_bath_table,43.92,20.84,2018-02-06
stationery,99.9,16.46,2018-02-06
furniture_decor,48.99,24.9,2018-02-06
furniture_decor,48.99,24.9,2018-02-06
garden_tools,49.9,17.6,2018-02-06
auto,54.9,17.09,2018-02-06
health_beauty,20.99,14.1,2018-02-06
furniture_decor,110.0,16.53,2018-02-06
computers_accessories,149.9,27.59,2018-02-06
furniture_decor,45.9,16.11,2018-02-06
baby,174.9,20.1,2018-02-06
health_beauty,150.0,12.55,2018-02-06
health_beauty,49.9,15.1,2018-02-06
health_beauty,35.0,15.1,2018-02-06
garden_tools,49.9,17.6,2018-02-06
watches_gifts,679.0,16.25,2018-02-06
baby,109.9,12.72,2018-02-06
computers_accessories,99.99,19.94,2018-02-06
telephony,21.99,7.78,2018-02-06
computers_accessories,99.99,29.1,2018-02-06
computers_accessories,149.9,27.59,2018-02-06
health_beauty,35.0,15.1,2018-02-06
housewares,47.99,21.18,2018-02-06
stationery,109.9,15.53,2018-02-06
cool_stuff,144.99,17.26,2018-02-06
furniture_decor,45.9,16.11,2018-02-06
kitchen_dining_laundry_garden_furniture,379.0,71.53,2018-02-06
watches_gifts,209.9,29.87,2018-02-06
kitchen_dining_laundry_garden_furniture,379.0,71.53,2018-02-06
small_appliances,399.0,16.52,2018-02-06
telephony,13.87,7.78,2018-02-06
agro_industry_and_commerce,19.5,8.72,2018-02-06
auto,16.0,14.1,2018-02-06
health_beauty,99.0,13.71,2018-02-06
consoles_games,415.9,10.17,2018-02-06
computers_accessories,149.0,45.12,2018-02-06
bed_bath_table,25.0,8.72,2018-02-06
housewares,179.0,8.84,2018-02-06
health_beauty,150.0,12.55,2018-02-06
baby,25.0,15.1,2018-02-06
garden_tools,120.0,45.3,2018-02-06
furniture_living_room,59.99,15.28,2018-02-06
sports_leisure,45.0,16.79,2018-02-06
computers_accessories,67.91,12.61,2018-02-06
bed_bath_table,109.9,12.72,2018-02-06
auto,28.0,8.27,2018-02-06
housewares,44.9,16.11,2018-02-06
health_beauty,78.0,15.3,2018-02-06
watches_gifts,229.0,9.8,2018-02-06
pet_shop,48.0,9.09,2018-02-06
housewares,44.9,16.11,2018-02-06
bed_bath_table,99.9,13.72,2018-02-06
sports_leisure,149.0,14.06,2018-02-06
computers_accessories,74.9,16.96,2018-02-06
pet_shop,56.0,26.93,2018-02-06
health_beauty,130.0,14.5,2018-02-06
furniture_decor,45.9,16.11,2018-02-06
sports_leisure,99.0,15.44,2018-02-06
sports_leisure,249.0,13.24,2018-02-06
electronics,13.65,15.1,2018-02-06
fashion_shoes,56.8,16.97,2018-02-06
cool_stuff,144.41,13.14,2018-02-06
toys,104.9,27.18,2018-02-06
telephony,29.99,21.15,2018-02-06
office_furniture,116.94,36.38,2018-02-06
office_furniture,106.94,36.38,2018-02-06
bed_bath_table,92.0,13.66,2018-02-06
furniture_decor,69.9,26.11,2018-02-06
telephony,29.99,14.1,2018-02-06
cool_stuff,99.99,13.72,2018-02-06
watches_gifts,199.0,21.88,2018-02-06
computers_accessories,74.0,15.27,2018-02-06
computers_accessories,74.0,15.27,2018-02-06
garden_tools,49.9,17.6,2018-02-06
computers_accessories,31.9,25.63,2018-02-06
sports_leisure,135.0,18.2,2018-02-06
telephony,59.0,11.91,2018-02-06
garden_tools,49.9,17.6,2018-02-06
watches_gifts,69.0,7.78,2018-02-06
telephony,235.0,18.09,2018-02-06
sports_leisure,29.5,13.5,2018-02-06
industry_commerce_and_business,104.0,27.05,2018-02-06
bed_bath_table,75.5,17.78,2018-02-06
garden_tools,49.9,17.6,2018-02-06
sports_leisure,43.99,7.78,2018-02-06
office_furniture,192.97,33.59,2018-02-06
furniture_decor,19.9,14.1,2018-02-06
sports_leisure,69.9,16.12,2018-02-06
telephony,14.99,11.85,2018-02-06
office_furniture,136.99,37.05,2018-02-06
auto,19.0,14.1,2018-02-06
drinks,47.49,16.11,2018-02-06
toys,160.0,15.87,2018-02-06
perfumery,69.9,15.24,2018-02-06
watches_gifts,209.9,14.49,2018-02-06
cool_stuff,144.41,17.45,2018-02-06
sports_leisure,107.0,15.5,2018-02-06
stationery,99.9,9.91,2018-02-06
computers_accessories,149.9,23.37,2018-02-06
fixed_telephony,49.0,9.34,2018-02-06
perfumery,34.9,7.78,2018-02-06
bed_bath_table,39.99,15.1,2018-02-06
health_beauty,78.0,12.05,2018-02-06
bed_bath_table,24.9,9.09,2018-02-06
perfumery,319.0,11.65,2018-02-06
baby,35.99,7.78,2018-02-06
bed_bath_table,39.99,15.1,2018-02-06
sports_leisure,104.0,17.98,2018-02-06
furniture_decor,252.99,19.02,2018-02-06
auto,139.0,15.73,2018-02-06
watches_gifts,229.9,16.36,2018-02-06
stationery,109.0,53.36,2018-02-06
garden_tools,120.0,26.46,2018-02-06
signaling_and_security,88.99,15.37,2018-02-06
computers_accessories,144.41,26.29,2018-02-06
furniture_decor,99.0,65.5,2018-02-06
sports_leisure,263.92,14.87,2018-02-06
perfumery,171.77,16.96,2018-02-06
telephony,79.49,15.31,2018-02-06
computers_accessories,144.41,17.45,2018-02-06
home_appliances,69.9,13.51,2018-02-06
perfumery,119.9,15.59,2018-02-06
sports_leisure,152.8,17.32,2018-02-06
sports_leisure,113.0,43.2,2018-02-06
sports_leisure,113.0,43.2,2018-02-06
office_furniture,139.99,28.34,2018-02-06
baby,19.9,7.78,2018-02-06
watches_gifts,146.0,15.77,2018-02-06
auto,399.99,27.35,2018-02-06
electronics,25.9,15.1,2018-02-06
telephony,29.99,8.11,2018-02-06
luggage_accessories,139.0,59.14,2018-02-06
books_technical,139.0,15.72,2018-02-06
computers_accessories,149.9,23.37,2018-02-06
electronics,18.9,12.48,2018-02-06
housewares,265.0,23.99,2018-02-06
stationery,28.5,16.11,2018-02-06
health_beauty,199.89,12.6,2018-02-06
sports_leisure,54.9,14.13,2018-02-06
sports_leisure,119.8,18.73,2018-02-06
auto,89.9,17.88,2018-02-06
computers_accessories,11.9,16.79,2018-02-06
sports_leisure,255.0,28.17,2018-02-06
health_beauty,10.99,34.15,2018-02-06
telephony,24.99,15.1,2018-02-06
office_furniture,192.99,70.23,2018-02-06
christmas_supplies,79.9,18.45,2018-02-06
fashion_bags_accessories,49.99,15.1,2018-02-06
garden_tools,49.9,13.37,2018-02-06
computers_accessories,34.99,7.78,2018-02-06
housewares,22.99,13.37,2018-02-06
perfumery,152.15,9.88,2018-02-06
baby,66.9,15.23,2018-02-06
furniture_decor,96.36,16.43,2018-02-06
perfumery,119.9,15.59,2018-02-06
perfumery,152.15,9.88,2018-02-06
office_furniture,192.99,53.36,2018-02-06
sports_leisure,63.8,12.58,2018-02-06
telephony,18.98,14.1,2018-02-06
bed_bath_table,114.9,13.82,2018-02-06
toys,199.9,21.89,2018-02-06
office_furniture,139.99,28.34,2018-02-06
computers_accessories,77.0,12.67,2018-02-06
telephony,13.99,15.1,2018-02-06
watches_gifts,125.0,21.36,2018-02-06
cool_stuff,144.41,13.14,2018-02-06
fashion_bags_accessories,489.9,18.87,2018-02-06
perfumery,117.9,14.58,2018-02-06
garden_tools,49.9,17.6,2018-02-06
sports_leisure,113.0,15.54,2018-02-07
cool_stuff,144.99,20.25,2018-02-07
computers_accessories,144.41,17.45,2018-02-07
telephony,29.99,14.1,2018-02-07
fashion_shoes,87.5,17.18,2018-02-07
watches_gifts,108.0,36.08,2018-02-07
computers_accessories,149.9,10.26,2018-02-07
bed_bath_table,86.9,16.24,2018-02-07
watches_gifts,108.0,36.08,2018-02-07
watches_gifts,35.9,17.6,2018-02-07
electronics,18.9,12.48,2018-02-07
telephony,19.99,7.78,2018-02-07
health_beauty,110.99,18.0,2018-02-07
computers_accessories,516.49,42.95,2018-02-07
sports_leisure,72.9,16.27,2018-02-07
home_confort,329.0,21.18,2018-02-07
watches_gifts,108.0,36.08,2018-02-07
bed_bath_table,105.9,13.08,2018-02-07
telephony,29.99,15.1,2018-02-07
market_place,160.0,17.37,2018-02-07
health_beauty,14.9,15.1,2018-02-07
bed_bath_table,79.9,21.05,2018-02-07
computers_accessories,74.9,15.27,2018-02-07
,157.77,15.85,2018-02-07
computers_accessories,149.9,44.9,2018-02-07
toys,219.0,14.93,2018-02-07
office_furniture,116.99,43.19,2018-02-07
garden_tools,49.9,17.6,2018-02-07
telephony,29.99,14.1,2018-02-07
telephony,29.99,14.1,2018-02-07
luggage_accessories,49.99,15.11,2018-02-07
garden_tools,49.9,13.37,2018-02-07
construction_tools_safety,199.0,16.14,2018-02-07
bed_bath_table,57.0,20.8,2018-02-07
perfumery,69.9,16.93,2018-02-07
toys,224.89,18.82,2018-02-07
stationery,39.9,16.11,2018-02-07
christmas_supplies,95.0,15.42,2018-02-07
christmas_supplies,95.0,15.42,2018-02-07
christmas_supplies,95.0,15.42,2018-02-07
home_appliances,208.0,17.9,2018-02-07
perfumery,119.9,15.59,2018-02-07
computers_accessories,89.9,12.76,2018-02-07
computers_accessories,149.9,27.59,2018-02-07
electronics,13.65,11.85,2018-02-07
electronics,25.9,16.79,2018-02-07
computers_accessories,84.89,15.34,2018-02-07
cool_stuff,229.99,34.06,2018-02-07
cool_stuff,199.98,16.15,2018-02-07
health_beauty,349.9,18.7,2018-02-07
electronics,21.9,14.1,2018-02-07
sports_leisure,69.0,28.88,2018-02-07
health_beauty,325.0,16.02,2018-02-07
computers_accessories,449.0,23.63,2018-02-07
sports_leisure,45.0,15.1,2018-02-07
sports_leisure,45.0,15.1,2018-02-07
bed_bath_table,39.99,11.85,2018-02-07
sports_leisure,99.9,13.25,2018-02-07
computers_accessories,15.9,15.1,2018-02-07
health_beauty,89.99,12.97,2018-02-07
tablets_printing_image,52.0,15.11,2018-02-07
bed_bath_table,259.9,49.26,2018-02-07
computers_accessories,69.9,16.93,2018-02-07
computers_accessories,69.9,16.93,2018-02-07
computers_accessories,144.41,17.45,2018-02-07
stationery,19.9,14.1,2018-02-07
bed_bath_table,79.9,13.58,2018-02-07
bed_bath_table,149.9,21.54,2018-02-07
computers_accessories,44.9,9.27,2018-02-07
health_beauty,379.9,9.91,2018-02-07
stationery,19.9,14.1,2018-02-07
health_beauty,129.9,17.35,2018-02-07
computers_accessories,129.9,23.23,2018-02-07
bed_bath_table,39.99,12.69,2018-02-07
furniture_decor,39.0,18.89,2018-02-07
watches_gifts,54.99,7.94,2018-02-07
market_place,118.9,21.32,2018-02-07
electronics,119.9,19.14,2018-02-07
computers_accessories,16.9,14.1,2018-02-07
telephony,12.67,14.1,2018-02-07
health_beauty,23.99,7.78,2018-02-07
computers_accessories,99.99,14.43,2018-02-07
computers_accessories,99.99,14.43,2018-02-07
computers_accessories,99.99,14.43,2018-02-07
computers_accessories,35.99,25.63,2018-02-07
sports_leisure,66.9,16.91,2018-02-07
agro_industry_and_commerce,940.5,22.02,2018-02-07
fashion_bags_accessories,69.0,7.78,2018-02-07
health_beauty,199.89,18.65,2018-02-07
health_beauty,59.9,8.27,2018-02-07
auto,79.9,15.31,2018-02-07
auto,27.9,15.1,2018-02-07
toys,279.9,16.71,2018-02-07
musical_instruments,269.9,19.14,2018-02-07
computers_accessories,85.0,25.87,2018-02-07
watches_gifts,227.8,15.34,2018-02-07
baby,48.9,16.11,2018-02-07
telephony,24.99,14.1,2018-02-07
computers_accessories,44.99,15.1,2018-02-07
electronics,19.9,16.79,2018-02-07
housewares,1149.0,34.36,2018-02-07
health_beauty,59.9,12.48,2018-02-07
sports_leisure,169.0,14.33,2018-02-07
sports_leisure,163.0,16.77,2018-02-07
sports_leisure,29.9,17.6,2018-02-07
computers_accessories,89.9,25.91,2018-02-07
telephony,29.99,7.78,2018-02-07
auto,120.0,19.38,2018-02-07
auto,199.9,21.89,2018-02-07
food,56.97,16.16,2018-02-07
furniture_decor,98.0,27.23,2018-02-07
computers_accessories,76.9,16.98,2018-02-07
baby,50.0,9.34,2018-02-07
health_beauty,59.9,15.17,2018-02-07
home_appliances,56.2,9.94,2018-02-07
health_beauty,59.9,16.86,2018-02-07
fashion_underwear_beach,49.9,15.1,2018-02-07
bed_bath_table,80.0,12.9,2018-02-07
sports_leisure,45.9,8.72,2018-02-07
housewares,59.9,9.34,2018-02-07
housewares,59.9,9.34,2018-02-07
electronics,79.0,17.8,2018-02-07
electronics,19.89,15.79,2018-02-07
sports_leisure,125.0,13.89,2018-02-07
industry_commerce_and_business,104.0,15.48,2018-02-07
industry_commerce_and_business,37.0,14.1,2018-02-07
cool_stuff,455.0,18.95,2018-02-07
bed_bath_table,86.9,21.1,2018-02-07
industry_commerce_and_business,37.0,14.1,2018-02-07
garden_tools,33.89,15.79,2018-02-07
,116.9,9.63,2018-02-07
electronics,21.9,15.1,2018-02-07
telephony,27.99,7.78,2018-02-07
bed_bath_table,60.0,12.76,2018-02-07
,122.99,9.06,2018-02-07
fashion_bags_accessories,49.0,14.1,2018-02-07
bed_bath_table,35.99,16.11,2018-02-07
bed_bath_table,48.0,11.85,2018-02-07
construction_tools_construction,552.8,18.62,2018-02-07
baby,149.99,9.61,2018-02-07
health_beauty,170.0,20.43,2018-02-07
sports_leisure,39.49,8.27,2018-02-07
furniture_mattress_and_upholstery,75.0,42.76,2018-02-07
sports_leisure,39.49,8.27,2018-02-07
sports_leisure,34.9,7.78,2018-02-07
sports_leisure,34.9,7.78,2018-02-07
bed_bath_table,26.9,9.34,2018-02-07
telephony,39.99,14.1,2018-02-07
watches_gifts,224.8,8.83,2018-02-07
watches_gifts,108.0,15.52,2018-02-07
garden_tools,49.9,13.37,2018-02-07
office_furniture,349.9,34.05,2018-02-07
bed_bath_table,34.9,16.11,2018-02-07
perfumery,53.99,15.13,2018-02-07
housewares,29.75,16.6,2018-02-07
health_beauty,325.0,13.77,2018-02-07
housewares,29.75,16.6,2018-02-07
housewares,100.0,15.45,2018-02-07
housewares,29.75,16.6,2018-02-07
housewares,29.75,16.6,2018-02-07
housewares,29.75,16.6,2018-02-07
housewares,29.75,16.6,2018-02-07
electronics,15.0,15.1,2018-02-07
baby,160.0,30.53,2018-02-07
,34.3,15.1,2018-02-07
housewares,24.9,15.1,2018-02-07
health_beauty,12.0,7.78,2018-02-07
health_beauty,12.0,7.78,2018-02-07
furniture_decor,69.9,26.11,2018-02-07
toys,49.9,12.69,2018-02-07
luggage_accessories,49.99,16.92,2018-02-07
computers_accessories,129.0,8.32,2018-02-07
luggage_accessories,124.9,18.44,2018-02-07
market_place,30.0,14.1,2018-02-07
market_place,30.0,14.1,2018-02-07
garden_tools,49.9,13.37,2018-02-07
health_beauty,56.99,16.97,2018-02-07
pet_shop,139.0,15.72,2018-02-07
sports_leisure,139.9,27.83,2018-02-07
telephony,24.99,17.63,2018-02-07
telephony,24.99,17.63,2018-02-07
market_place,30.0,14.1,2018-02-07
sports_leisure,139.9,27.83,2018-02-07
market_place,30.0,14.1,2018-02-07
auto,27.99,12.48,2018-02-07
market_place,30.0,14.1,2018-02-07
furniture_decor,39.0,18.89,2018-02-07
computers_accessories,271.92,14.92,2018-02-07
market_place,30.0,14.1,2018-02-07
baby,109.9,18.02,2018-02-07
baby,388.0,32.13,2018-02-07
bed_bath_table,149.9,21.54,2018-02-07
auto,69.9,13.51,2018-02-07
computers_accessories,12.88,15.1,2018-02-07
computers_accessories,12.88,15.1,2018-02-07
cool_stuff,72.99,11.73,2018-02-07
housewares,179.0,16.69,2018-02-07
health_beauty,129.9,15.66,2018-02-07
telephony,44.99,14.1,2018-02-07
furniture_bedroom,199.0,81.56,2018-02-07
bed_bath_table,60.0,12.76,2018-02-07
cool_stuff,144.41,17.45,2018-02-07
auto,117.3,25.66,2018-02-07
garden_tools,68.5,17.73,2018-02-07
watches_gifts,99.0,15.44,2018-02-07
perfumery,79.99,9.37,2018-02-07
baby,130.0,12.61,2018-02-07
sports_leisure,191.0,18.59,2018-02-07
bed_bath_table,21.99,15.1,2018-02-07
,122.99,17.3,2018-02-07
bed_bath_table,56.99,12.74,2018-02-07
pet_shop,59.9,16.18,2018-02-07
bed_bath_table,119.9,16.6,2018-02-07
auto,172.2,19.75,2018-02-07
christmas_supplies,79.9,39.55,2018-02-07
bed_bath_table,19.99,15.1,2018-02-07
computers_accessories,149.9,36.37,2018-02-07
bed_bath_table,115.0,14.56,2018-02-07
computers_accessories,126.12,15.63,2018-02-07
bed_bath_table,21.99,15.1,2018-02-07
telephony,29.99,17.63,2018-02-07
garden_tools,99.9,12.4,2018-02-07
home_construction,27.9,15.1,2018-02-07
,122.99,15.61,2018-02-07
home_confort,89.9,12.13,2018-02-07
bed_bath_table,19.9,15.1,2018-02-07
sports_leisure,89.9,13.18,2018-02-07
bed_bath_table,119.9,18.09,2018-02-07
luggage_accessories,69.0,16.24,2018-02-07
toys,69.9,9.34,2018-02-07
computers_accessories,69.9,21.15,2018-02-07
telephony,29.9,11.85,2018-02-07
computers_accessories,89.9,4.23,2018-02-07
construction_tools_construction,59.99,20.5,2018-02-07
perfumery,194.65,10.18,2018-02-07
construction_tools_construction,39.99,41.0,2018-02-07
bed_bath_table,56.99,12.74,2018-02-07
construction_tools_construction,39.99,41.0,2018-02-07
telephony,29.98,14.1,2018-02-07
cool_stuff,99.99,19.94,2018-02-07
sports_leisure,49.9,8.72,2018-02-07
bed_bath_table,92.9,16.28,2018-02-07
stationery,139.9,15.73,2018-02-07
health_beauty,199.99,18.65,2018-02-07
costruction_tools_garden,47.6,17.06,2018-02-07
sports_leisure,1199.0,149.66,2018-02-07
health_beauty,59.9,17.67,2018-02-07
flowers,65.9,11.73,2018-02-07
bed_bath_table,75.5,11.73,2018-02-07
housewares,39.0,15.11,2018-02-07
computers_accessories,68.9,12.61,2018-02-07
cool_stuff,65.99,16.71,2018-02-07
office_furniture,40.0,14.1,2018-02-07
computers_accessories,74.9,12.65,2018-02-07
baby,19.99,7.78,2018-02-07
cool_stuff,60.0,17.7,2018-02-07
furniture_decor,10.99,14.1,2018-02-07
furniture_decor,49.9,16.11,2018-02-07
housewares,129.0,21.39,2018-02-07
bed_bath_table,122.9,13.2,2018-02-07
bed_bath_table,45.95,11.85,2018-02-07
garden_tools,49.9,17.6,2018-02-07
computers_accessories,144.41,17.45,2018-02-07
computers_accessories,149.9,27.59,2018-02-07
housewares,129.0,21.39,2018-02-07
health_beauty,119.9,15.59,2018-02-07
toys,49.9,7.78,2018-02-07
telephony,24.99,15.1,2018-02-07
health_beauty,75.0,16.97,2018-02-07
sports_leisure,125.0,16.5,2018-02-07
auto,117.3,26.96,2018-02-07
bed_bath_table,56.99,17.97,2018-02-07
drinks,623.0,20.84,2018-02-07
electronics,13.65,11.85,2018-02-07
health_beauty,109.9,16.53,2018-02-07
auto,899.94,37.05,2018-02-07
baby,79.0,16.8,2018-02-07
sports_leisure,22.9,11.85,2018-02-07
health_beauty,75.0,16.97,2018-02-07
auto,16.9,15.1,2018-02-07
auto,19.9,15.1,2018-02-07
computers_accessories,149.0,40.37,2018-02-07
health_beauty,420.0,20.19,2018-02-07
computers_accessories,44.99,11.85,2018-02-08
electronics,199.9,33.79,2018-02-08
garden_tools,179.0,26.87,2018-02-08
furniture_decor,54.9,8.72,2018-02-08
furniture_decor,54.9,8.72,2018-02-08
computers_accessories,74.9,15.27,2018-02-08
computers_accessories,74.9,15.27,2018-02-08
home_appliances,16.0,15.1,2018-02-08
baby,128.8,43.13,2018-02-08
health_beauty,29.9,16.11,2018-02-08
furniture_decor,99.9,16.95,2018-02-08
agro_industry_and_commerce,258.8,14.83,2018-02-08
sports_leisure,107.0,15.5,2018-02-08
health_beauty,349.9,19.7,2018-02-08
pet_shop,59.0,17.98,2018-02-08
housewares,85.71,11.8,2018-02-08
computers_accessories,99.99,29.1,2018-02-08
stationery,59.0,11.91,2018-02-08
sports_leisure,59.9,14.17,2018-02-08
stationery,59.0,17.66,2018-02-08
computers_accessories,69.0,12.61,2018-02-08
health_beauty,105.7,15.49,2018-02-08
health_beauty,105.7,15.49,2018-02-08
health_beauty,105.7,15.49,2018-02-08
health_beauty,105.7,15.49,2018-02-08
watches_gifts,655.0,21.84,2018-02-08
computers_accessories,89.99,12.13,2018-02-08
sports_leisure,17.5,15.1,2018-02-08
watches_gifts,195.0,26.65,2018-02-08
sports_leisure,17.5,15.1,2018-02-08
health_beauty,100.0,14.45,2018-02-08
health_beauty,100.0,14.45,2018-02-08
,279.99,19.4,2018-02-08
toys,69.9,9.34,2018-02-08
computers_accessories,14.99,17.63,2018-02-08
electronics,12.25,21.15,2018-02-08
housewares,59.9,15.17,2018-02-08
garden_tools,120.0,50.71,2018-02-08
computers_accessories,74.9,16.96,2018-02-08
computers_accessories,74.9,16.96,2018-02-08
toys,26.9,9.09,2018-02-08
cool_stuff,269.0,17.59,2018-02-08
furniture_decor,196.0,41.36,2018-02-08
bed_bath_table,80.0,16.32,2018-02-08
perfumery,194.65,10.18,2018-02-08
office_furniture,209.98,36.98,2018-02-08
office_furniture,209.98,36.98,2018-02-08
sports_leisure,149.0,14.06,2018-02-08
small_appliances_home_oven_and_coffee,24.9,11.85,2018-02-08
sports_leisure,18.2,16.79,2018-02-08
bed_bath_table,169.9,14.3,2018-02-08
luggage_accessories,119.9,43.07,2018-02-08
,122.99,9.06,2018-02-08
toys,59.9,13.44,2018-02-08
perfumery,98.9,7.95,2018-02-08
health_beauty,349.9,16.18,2018-02-08
garden_tools,49.9,17.6,2018-02-08
bed_bath_table,54.9,13.08,2018-02-08
dvds_blu_ray,24.9,17.63,2018-02-08
health_beauty,110.99,23.1,2018-02-08
housewares,67.0,35.79,2018-02-08
bed_bath_table,254.4,37.1,2018-02-08
computers_accessories,276.89,19.19,2018-02-08
computers_accessories,276.89,19.19,2018-02-08
bed_bath_table,86.9,16.24,2018-02-08
health_beauty,102.9,17.97,2018-02-08
cool_stuff,99.99,11.9,2018-02-08
furniture_decor,124.9,18.12,2018-02-08
fashion_bags_accessories,27.3,8.11,2018-02-08
baby,77.94,16.31,2018-02-08
sports_leisure,112.0,12.28,2018-02-08
computers_accessories,77.0,16.98,2018-02-08
computers_accessories,77.0,16.98,2018-02-08
housewares,129.0,18.52,2018-02-08
electronics,29.1,22.22,2018-02-08
telephony,24.99,14.1,2018-02-08
bed_bath_table,30.0,16.11,2018-02-08
toys,89.9,22.86,2018-02-08
baby,64.9,5.71,2018-02-08
sports_leisure,59.9,14.17,2018-02-08
bed_bath_table,114.9,13.82,2018-02-08
health_beauty,29.9,8.11,2018-02-08
electronics,18.9,12.48,2018-02-08
bed_bath_table,69.99,14.24,2018-02-08
health_beauty,69.9,15.24,2018-02-08
bed_bath_table,38.99,16.11,2018-02-08
fashion_bags_accessories,129.99,15.67,2018-02-08
auto,780.0,25.95,2018-02-08
bed_bath_table,250.0,15.5,2018-02-08
sports_leisure,59.9,14.17,2018-02-08
telephony,130.0,8.49,2018-02-08
auto,380.0,18.42,2018-02-08
computers_accessories,80.9,12.7,2018-02-08
electronics,32.0,11.85,2018-02-08
home_confort,89.9,15.38,2018-02-08
housewares,33.8,18.54,2018-02-08
bed_bath_table,39.99,15.1,2018-02-08
watches_gifts,29.0,7.78,2018-02-08
perfumery,13.99,11.85,2018-02-08
health_beauty,49.9,11.85,2018-02-08
watches_gifts,209.9,14.49,2018-02-08
health_beauty,108.99,27.61,2018-02-08
sports_leisure,119.9,29.88,2018-02-08
housewares,47.2,37.09,2018-02-08
furniture_decor,219.9,36.6,2018-02-08
baby,279.0,16.71,2018-02-08
baby,48.9,16.11,2018-02-08
musical_instruments,69.9,11.73,2018-02-08
computers_accessories,69.9,20.98,2018-02-08
signaling_and_security,60.0,32.78,2018-02-08
watches_gifts,29.0,7.78,2018-02-08
sports_leisure,29.99,15.1,2018-02-08
computers_accessories,119.99,13.86,2018-02-08
watches_gifts,137.0,15.71,2018-02-08
baby,24.99,17.92,2018-02-08
telephony,29.99,7.78,2018-02-08
telephony,24.99,7.78,2018-02-08
cool_stuff,22.8,14.1,2018-02-08
bed_bath_table,84.99,17.84,2018-02-08
,122.99,14.61,2018-02-08
pet_shop,95.0,17.92,2018-02-08
garden_tools,101.0,46.01,2018-02-08
sports_leisure,479.0,18.1,2018-02-08
bed_bath_table,39.0,11.85,2018-02-08
electronics,12.9,11.85,2018-02-08
consoles_games,689.89,48.68,2018-02-08
watches_gifts,269.0,16.63,2018-02-08
electronics,669.99,19.44,2018-02-08
garden_tools,49.9,19.59,2018-02-08
computers_accessories,149.0,40.37,2018-02-08
computers_accessories,74.9,42.55,2018-02-08
consoles_games,63.9,13.47,2018-02-08
food_drink,54.0,16.63,2018-02-08
bed_bath_table,299.9,17.5,2018-02-08
bed_bath_table,119.9,31.87,2018-02-08
fashion_bags_accessories,44.0,7.78,2018-02-08
construction_tools_construction,33.5,15.1,2018-02-08
stationery,139.9,12.48,2018-02-08
computers_accessories,82.0,17.01,2018-02-08
computers_accessories,44.99,16.79,2018-02-08
computers_accessories,80.9,15.32,2018-02-08
auto,28.8,21.15,2018-02-08
bed_bath_table,74.99,16.28,2018-02-08
electronics,21.9,11.85,2018-02-08
furniture_decor,179.0,36.76,2018-02-08
garden_tools,49.9,17.6,2018-02-08
baby,14.98,11.85,2018-02-08
bed_bath_table,53.0,16.13,2018-02-08
sports_leisure,45.0,12.48,2018-02-08
sports_leisure,59.9,14.17,2018-02-08
computers_accessories,74.9,16.96,2018-02-08
computers_accessories,269.0,13.38,2018-02-08
audio,19.9,7.78,2018-02-08
auto,199.9,24.27,2018-02-08
perfumery,189.99,17.09,2018-02-08
housewares,18.95,12.48,2018-02-08
sports_leisure,65.0,17.7,2018-02-08
computers_accessories,29.9,9.34,2018-02-08
electronics,13.7,7.78,2018-02-08
fashion_underwear_beach,49.9,15.1,2018-02-08
perfumery,69.9,15.24,2018-02-08
electronics,32.0,11.85,2018-02-08
garden_tools,49.9,12.48,2018-02-08
sports_leisure,69.9,20.98,2018-02-08
auto,143.8,16.71,2018-02-08
stationery,89.0,17.87,2018-02-08
watches_gifts,95.0,7.92,2018-02-08
bed_bath_table,199.9,14.51,2018-02-08
,49.77,7.78,2018-02-08
drinks,47.49,16.11,2018-02-08
